xmin,ymin,xmax,ymax,Frame,Label,Preview URL
32,14,127,258,328,Weapon,
1,32,443,266,Automatic Rifle_32,Weapon,
2,1,156,119,1864,Weapon,
23,231,371,342,Automatic Rifle_26,Weapon,
409,235,747,318,Automatic Rifle_26,Weapon,
25,356,371,442,Automatic Rifle_26,Weapon,
419,335,739,480,Automatic Rifle_26,Weapon,
20,474,378,585,Automatic Rifle_26,Weapon,
412,492,765,595,Automatic Rifle_26,Weapon,
18,586,373,781,Automatic Rifle_26,Weapon,
402,616,748,757,Automatic Rifle_26,Weapon,
85,762,630,982,Automatic Rifle_26,Weapon,
521,826,741,874,Automatic Rifle_26,Weapon,
2,3,156,114,1870,Weapon,
377,161,486,245,1680,Weapon,
126,163,276,288,314,Weapon,
2,1,157,116,1858,Weapon,
236,162,863,531,2389,Weapon,
67,36,277,230,472,Weapon,
2,69,399,349,Grenade Launcher_89,Weapon,
113,122,190,271,466,Weapon,
91,27,202,289,300,Weapon,
308,120,386,257,300,Weapon,
5,1,155,118,1694,Weapon,
520,505,682,629,2376,Weapon,
498,16,586,178,2410,Weapon,
263,191,321,220,1119,Weapon,
394,64,431,97,1119,Weapon,
57,121,396,259,499,Weapon,
0,3,1194,900,Grenade Launcher_76,Weapon,
382,489,563,677,2404,Weapon,
90,144,263,290,2362,Weapon,
104,38,1582,187,Knife_89,Weapon,
80,212,1565,392,Knife_89,Weapon,
43,385,1573,566,Knife_89,Weapon,
28,562,1575,750,Knife_89,Weapon,
5,4,151,111,1643,Weapon,
185,155,1043,743,1125,Weapon,
23,35,262,164,2438,Weapon,
64,188,578,448,1131,Weapon,
127,457,478,706,1131,Weapon,
194,120,258,162,1657,Weapon,
11,22,276,181,2809,Weapon,
160,95,186,131,894,Weapon,
44,199,290,362,658,Weapon,
131,108,361,271,658,Weapon,
203,17,427,177,658,Weapon,
124,64,320,403,880,Weapon,
225,172,277,247,670,Weapon,
74,99,319,387,2835,Weapon,
109,82,271,173,116,Weapon,
1,1,157,116,1482,Weapon,
5,3,153,112,1496,Weapon,
9,222,194,518,102,Weapon,
33,16,148,211,2821,Weapon,
130,67,374,218,664,Weapon,
133,134,375,287,664,Weapon,
187,89,267,253,857,Weapon,
20,17,160,247,17,Weapon,
26,1,490,249,2612,Weapon,
56,19,829,412,2174,Weapon,
284,189,332,239,1469,Weapon,
213,92,269,152,2160,Weapon,
70,33,225,171,2606,Weapon,
25,39,399,278,843,Weapon,
5,7,382,249,843,Weapon,
2,1,156,116,1327,Weapon,
7,4,154,113,1441,Weapon,
28,100,60,159,2148,Weapon,
4,1,153,119,1455,Weapon,
2,0,155,110,1333,Weapon,
137,52,472,275,738,Weapon,
69,25,136,176,2969,Weapon,
16,63,928,176,Sword_15,Weapon,
18,16,476,243,704,Weapon,
155,125,613,378,1290,Weapon,
5,71,290,201,2799,Weapon,
26,8,134,134,2941,Weapon,
215,341,547,527,Shotgun_12,Weapon,
621,106,1200,505,Shotgun_12,Weapon,
4,20,205,112,2955,Weapon,
458,74,1864,1966,Sword_29,Weapon,
32,101,100,154,1284,Weapon,
8,17,484,230,710,Weapon,
6,31,299,170,923,Weapon,
4,4,296,166,2766,Weapon,
228,98,497,274,2000,Weapon,
11,29,150,120,1509,Weapon,
223,202,318,274,2014,Weapon,
2,62,300,179,2772,Weapon,
1,362,2266,1704,937,Weapon,
64,59,99,157,2982,Weapon,
48,389,187,465,1253,Weapon,
111,121,1068,785,1535,Weapon,
12,11,376,250,2028,Weapon,
1,3,158,115,1521,Weapon,
166,194,333,407,1247,Weapon,
17,60,89,124,2996,Weapon,
16,23,1129,687,Sniper_64,Weapon,
2,2,155,118,1910,Weapon,
3,3,157,116,1904,Weapon,
148,136,329,267,248,Weapon,
246,186,706,419,Sniper_70,Weapon,
273,120,375,244,260,Weapon,
1,1,1049,866,1092,Weapon,
29,43,498,243,506,Weapon,
12,120,333,442,512,Weapon,
110,105,186,155,1086,Weapon,
28,67,79,115,1086,Weapon,
166,380,1187,1272,Handgun_78,Weapon,
997,244,1868,1194,Handgun_78,Weapon,
1907,349,2670,1181,Handgun_78,Weapon,
4,4,156,115,1938,Weapon,
20,20,478,222,274,Weapon,
8,16,348,405,2202,Weapon,
8,8,253,104,2564,Weapon,
45,38,346,215,Handgun_93,Weapon,
175,77,382,210,1079,Weapon,
226,633,710,990,2570,Weapon,
11,33,240,201,Handgun_87,Weapon,
100,141,306,317,Handgun_87,Weapon,
194,239,394,408,Handgun_87,Weapon,
328,29,514,181,Handgun_87,Weapon,
410,120,583,262,Handgun_87,Weapon,
491,214,643,347,Handgun_87,Weapon,
114,113,273,345,2216,Weapon,
887,235,1046,439,2216,Weapon,
24,66,372,197,Automatic Rifle_7,Weapon,
58,233,934,472,Bazooka_19,Weapon,
2,2,156,120,1737,Weapon,
250,115,1135,690,1051,Weapon,
185,100,598,301,2558,Weapon,
557,464,937,1108,1045,Weapon,
10,3,158,115,1723,Weapon,
163,65,224,165,2212,Weapon,
367,565,2215,1965,Handgun_83,Weapon,
60,25,581,305,SMG_52,Weapon,
433,320,643,524,2574,Weapon,
683,206,859,352,2574,Weapon,
149,140,347,285,1069,Weapon,
376,122,859,633,Handgun_97,Weapon,
93,83,1851,1012,SMG_46,Weapon,
171,80,226,142,2560,Weapon,
264,105,339,152,2560,Weapon,
39,34,1143,493,2206,Weapon,
85,183,1243,320,Bazooka_21,Weapon,
6,1,157,113,1727,Weapon,
141,201,958,823,1041,Weapon,
547,73,592,124,2548,Weapon,
613,345,813,745,1055,Weapon,
4,2,156,118,1733,Weapon,
30,11,477,102,Automatic Rifle_3,Weapon,
15,112,476,210,Automatic Rifle_3,Weapon,
15,220,446,330,Automatic Rifle_3,Weapon,
11,336,486,445,Automatic Rifle_3,Weapon,
35,361,748,532,Sniper_74,Weapon,
200,116,796,428,Sniper_74,Weapon,
1,1,157,115,1900,Weapon,
59,56,549,284,SMG_91,Weapon,
180,15,541,258,Handgun_40,Weapon,
483,162,578,407,258,Weapon,
1071,162,1166,407,258,Weapon,
1,2,154,112,1914,Weapon,
207,12,477,224,270,Weapon,
493,220,812,528,Sniper_48,Weapon,
136,11,422,156,1082,Weapon,
136,110,433,238,1082,Weapon,
223,100,271,165,516,Weapon,
131,84,407,254,502,Weapon,
577,174,611,192,1096,Weapon,
24,13,444,311,264,Weapon,
4,3,157,115,1928,Weapon,
40,44,1457,877,933,Weapon,
11,37,286,153,2776,Weapon,
76,161,224,354,2010,Weapon,
2,3,155,88,1519,Weapon,
26,75,82,116,2004,Weapon,
3,2,288,147,2762,Weapon,
100,114,121,135,927,Weapon,
75,77,141,163,2992,Weapon,
96,77,594,378,1243,Weapon,
2,1,154,108,1525,Weapon,
7,1,502,179,2038,Weapon,
7,3,155,97,1531,Weapon,
301,132,375,209,1257,Weapon,
61,39,189,194,2986,Weapon,
10,8,467,420,Sword_11,Weapon,
24,35,456,215,728,Weapon,
77,47,103,81,2979,Weapon,
14,15,477,212,714,Weapon,
268,133,322,273,1280,Weapon,
58,51,123,168,2951,Weapon,
13,16,281,218,2789,Weapon,
68,9,230,90,2945,Weapon,
20,45,1272,708,Sword_39,Weapon,
54,35,586,360,1294,Weapon,
26,93,445,264,700,Weapon,
41,160,91,270,847,Weapon,
16,505,382,1029,2602,Weapon,
184,52,201,86,2164,Weapon,
501,32,530,88,2164,Weapon,
3,2,157,116,1479,Weapon,
7,72,144,170,2170,Weapon,
1329,19,1620,815,2616,Weapon,
999,44,1364,684,2616,Weapon,
215,36,248,71,13,Weapon,
19,17,378,268,853,Weapon,
2,3,158,116,1337,Weapon,
3,3,155,116,1451,Weapon,
86,121,220,218,2158,Weapon,
2,28,149,106,1445,Weapon,
1,1,156,114,1323,Weapon,
54,235,965,615,2819,Weapon,
130,64,866,477,884,Weapon,
133,163,163,244,890,Weapon,
10,53,295,208,648,Weapon,
397,108,486,203,660,Weapon,
85,18,225,167,2825,Weapon,
35,10,780,536,106,Weapon,
8,5,154,115,1492,Weapon,
6,3,155,115,1486,Weapon,
247,58,512,235,112,Weapon,
67,8,255,138,2831,Weapon,
21,35,466,304,674,Weapon,
13,53,137,218,2366,Weapon,
294,195,352,360,2366,Weapon,
387,56,537,195,2366,Weapon,
463,137,587,330,2366,Weapon,
748,53,867,191,2366,Weapon,
21,50,982,550,2400,Weapon,
2,14,791,252,Grenade Launcher_72,Weapon,
5,260,797,504,Grenade Launcher_72,Weapon,
102,58,348,324,1109,Weapon,
97,292,1107,668,Grenade Launcher_66,Weapon,
79,86,491,342,489,Weapon,
100,223,322,565,2414,Weapon,
493,415,573,612,2372,Weapon,
1,1,157,113,1653,Weapon,
119,330,175,396,1135,Weapon,
428,306,517,586,2428,Weapon,
25,15,764,511,1121,Weapon,
2,3,158,119,1647,Weapon,
2,2,157,116,1874,Weapon,
50,57,478,317,338,Weapon,
135,28,318,221,Automatic Rifle_22,Weapon,
410,25,587,204,Automatic Rifle_22,Weapon,
177,241,360,412,Automatic Rifle_22,Weapon,
502,237,686,429,Automatic Rifle_22,Weapon,
2,1,157,120,1860,Weapon,
1,3,158,119,1848,Weapon,
2,1,155,117,1690,Weapon,
311,139,337,166,304,Weapon,
813,179,983,344,2399,Weapon,
27,561,1391,819,Knife_72,Weapon,
94,2,500,349,462,Weapon,
101,84,386,411,476,Weapon,
210,54,291,215,310,Weapon,
4,1,158,116,1684,Weapon,
171,194,815,649,Grenade Launcher_98,Weapon,
39,48,456,283,477,Weapon,
4,1,158,115,1685,Weapon,
22,43,284,175,311,Weapon,
7,574,1369,805,Knife_67,Weapon,
129,206,425,452,2398,Weapon,
320,144,1041,1439,Knife_73,Weapon,
244,133,286,154,305,Weapon,
240,168,513,368,1691,Weapon,
2,2,157,117,1849,Weapon,
43,24,362,343,463,Weapon,
7,17,1198,477,Automatic Rifle_37,Weapon,
3,1,158,115,1861,Weapon,
43,56,514,204,Automatic Rifle_23,Weapon,
29,63,425,359,339,Weapon,
4,6,152,114,1875,Weapon,
107,261,392,430,1120,Weapon,
219,261,337,533,2429,Weapon,
40,199,161,305,1646,Weapon,
2,4,158,118,1652,Weapon,
185,80,346,317,1134,Weapon,
64,298,315,607,2415,Weapon,
1,40,500,357,488,Weapon,
61,597,319,725,Grenade Launcher_67,Weapon,
71,785,393,924,Grenade Launcher_67,Weapon,
403,745,966,885,Grenade Launcher_67,Weapon,
366,522,933,708,Grenade Launcher_67,Weapon,
105,40,345,212,2373,Weapon,
474,166,921,458,2367,Weapon,
74,38,730,417,1108,Weapon,
134,23,1063,819,Grenade Launcher_73,Weapon,
178,169,306,415,2401,Weapon,
251,414,417,658,113,Weapon,
269,38,491,202,113,Weapon,
3,1,157,116,1487,Weapon,
379,156,463,220,675,Weapon,
32,28,171,149,2830,Weapon,
205,104,266,166,2824,Weapon,
277,98,348,167,2824,Weapon,
30,87,491,318,661,Weapon,
8,7,152,109,1493,Weapon,
9,336,538,691,107,Weapon,
11,118,465,282,649,Weapon,
150,1,342,70,649,Weapon,
375,7,499,80,649,Weapon,
41,1,980,552,891,Weapon,
6,2,364,251,885,Weapon,
484,296,839,446,2818,Weapon,
4,5,152,113,1444,Weapon,
4,1,154,114,1322,Weapon,
234,61,726,314,1336,Weapon,
59,27,549,288,2159,Weapon,
3,7,155,112,1450,Weapon,
77,24,213,171,2171,Weapon,
5,1,157,116,1478,Weapon,
14,8,331,259,852,Weapon,
18,26,67,83,12,Weapon,
228,68,417,479,2617,Weapon,
60,21,624,402,2603,Weapon,
335,2,939,704,846,Weapon,
221,69,274,96,2165,Weapon,
470,64,489,93,2165,Weapon,
32,2,976,636,Shotgun_17,Weapon,
146,121,374,306,701,Weapon,
1272,843,1494,1259,1295,Weapon,
22,52,1180,221,Sword_38,Weapon,
32,31,192,133,2944,Weapon,
11,14,291,155,2788,Weapon,
177,54,254,136,2950,Weapon,
99,64,918,882,1281,Weapon,
16,110,198,375,715,Weapon,
49,33,85,55,2978,Weapon,
35,20,453,313,729,Weapon,
121,617,2329,2147,Sword_10,Weapon,
4,1,157,111,1530,Weapon,
258,252,668,887,2039,Weapon,
74,63,86,73,2987,Weapon,
118,239,183,356,1256,Weapon,
288,273,329,394,1256,Weapon,
258,276,293,384,1256,Weapon,
79,51,502,324,1242,Weapon,
183,0,253,58,2993,Weapon,
228,232,2513,1505,1524,Weapon,
99,185,228,409,2005,Weapon,
27,23,92,48,926,Weapon,
5,8,290,173,2763,Weapon,
13,1,272,174,2777,Weapon,
151,183,207,232,932,Weapon,
401,186,433,235,932,Weapon,
80,506,125,557,932,Weapon,
391,515,422,593,932,Weapon,
76,838,111,904,932,Weapon,
17,18,141,107,1518,Weapon,
51,28,229,428,2011,Weapon,
1,56,898,671,1097,Weapon,
78,78,433,304,503,Weapon,
7,14,156,114,1929,Weapon,
26,60,485,331,265,Weapon,
427,175,798,471,Sniper_49,Weapon,
56,50,431,358,271,Weapon,
197,188,385,314,517,Weapon,
281,86,336,160,517,Weapon,
5,6,443,213,1083,Weapon,
36,0,505,427,SMG_84,Weapon,
624,16,1010,438,SMG_84,Weapon,
1158,9,1598,439,SMG_84,Weapon,
96,420,565,870,SMG_84,Weapon,
591,394,1114,900,SMG_84,Weapon,
1048,380,1550,881,SMG_84,Weapon,
225,716,1030,1708,Sniper_61,Weapon,
1053,1008,2397,1908,Sniper_61,Weapon,
1826,772,3322,1843,Sniper_61,Weapon,
2,1,157,115,1915,Weapon,
45,34,488,307,259,Weapon,
2,2,155,115,1901,Weapon,
39,14,526,384,Handgun_41,Weapon,
274,36,338,121,1054,Weapon,
4,1,157,117,1732,Weapon,
3,1,158,113,1726,Weapon,
36,16,174,536,Sword_8,Weapon,
234,12,508,529,Sword_8,Weapon,
231,40,554,419,2549,Weapon,
154,343,650,955,1040,Weapon,
202,34,389,439,2561,Weapon,
8,111,123,188,Handgun_96,Weapon,
139,119,254,194,Handgun_96,Weapon,
7,198,110,289,Handgun_96,Weapon,
115,210,205,301,Handgun_96,Weapon,
157,195,264,267,Handgun_96,Weapon,
346,152,374,188,1068,Weapon,
117,62,618,333,Bazooka_20,Weapon,
98,205,934,534,2207,Weapon,
